  225,  237,  109,   67,   42,   19,   15,   17,    7,   14,    4,    9,    4,    4,    4,    2,    7,   24,   16,   20,   18,   16,    9,   11,   19,   24,   17,   14,   16,   17,   11,   15,   10,   21,   10,   12,   16,   15,   18,   11,   19,   16,   21,   14,   20,   17,   19,   25,   19,   28,   25,   24,   35,   28,   31,   29,   22,   33,   33,   39,   32,   21,   17,   25,   31,   31,   27,   40,   59,   42,   47,   52,   62,   61,   44,   57,   53,   54,   68,   93,  797
  192,  170,   99,   44,   27,   14,   15,   12,    8,    4,    9,    5,    8,    5,    4,    6,    2,   15,   15,   11,    9,   16,   16,   14,    8,   17,   12,   12,   13,   11,    6,    9,   16,    6,   10,   10,   14,   11,   15,   17,   16,   17,   11,   20,   15,   13,   18,   22,   16,   17,   24,   16,   14,   14,   23,   25,   20,   28,   15,   16,   21,   23,   16,   14,   24,   25,   35,   41,   35,   33,   29,   36,   38,   44,   31,   40,   34,   50,   47,   53,  597
  177,  128,   73,   35,   15,   13,    7,    6,    3,    6,   11,   11,    5,    5,    3,    3,    4,   11,    7,    9,   11,   11,    7,    8,   15,    8,   12,    6,   14,    6,    9,    8,    8,    7,    9,   11,   10,    8,    5,    9,   12,    7,   16,   11,   10,   13,   15,   11,   11,   15,    7,   16,   10,   12,   10,   13,   25,   12,   20,   21,   13,   22,   16,   16,   24,   24,   29,   23,   27,   37,   39,   40,   35,   42,   41,   31,   39,   52,   44,   43,  615
  150,  143,   72,   40,   25,   12,   11,    6,    1,    5,   11,    4,    6,    7,    6,    4,    8,    9,    9,   14,   15,   11,   20,   12,   15,    9,    5,   13,   12,   10,    8,   12,    4,    9,    9,   11,   16,   13,    8,   12,    8,   17,   11,   16,   19,   17,   19,   11,   18,   11,   21,   18,   14,   21,   10,   15,   18,   24,   16,   26,   18,   17,   15,   21,   33,   20,   29,   33,   36,   37,   34,   30,   51,   44,   30,   34,   64,   59,   54,   66,  699
  161,  168,   69,   42,   28,   17,   13,    9,    6,   11,    6,   10,    5,    9,    2,    8,    5,    7,   17,    3,   15,   13,   15,    5,    8,   11,    7,   10,   12,    7,    7,   15,    8,    6,   17,    7,    7,   13,   17,   10,    7,   18,   12,   12,   15,   22,   11,   22,   16,   21,   14,   29,   16,   27,   20,   10,   25,   13,   20,   20,   17,   14,   16,   19,   20,   18,   32,   29,   40,   30,   42,   47,   38,   45,   39,   47,   36,   55,   41,   41,  664
  168,  173,   82,   40,   25,   23,   18,   11,   13,   11,    7,    6,    2,    5,    4,    4,    5,   11,   14,   16,   14,    6,   11,   15,   12,   13,   10,   10,   14,   11,    7,    5,    5,   10,   11,   10,    6,   13,    8,   14,   12,   11,   14,   16,   12,    8,   21,   22,   16,   18,   18,   15,   24,   20,   19,   23,   15,   23,   18,   19,   10,   20,    9,   14,   26,   21,   24,   31,   39,   42,   36,   29,   25,   47,   37,   31,   34,   46,   46,   49,  569
  136,  128,   63,   37,   25,   22,   11,    7,    6,    5,    4,    6,    5,    2,    8,    3,    4,   10,    9,   14,   18,   17,   21,    7,   10,    6,   15,    4,   11,    7,    9,    6,   14,   10,    5,    6,   16,   12,    7,   11,   10,   15,   14,   18,   12,   13,   18,   16,   12,   16,   19,   19,   18,   19,   11,   14,   15,   22,   14,   17,   11,   17,   11,   13,   24,   24,   19,   28,   35,   40,   22,   41,   32,   46,   31,   36,   49,   53,   39,   49,  546
  104,  111,   41,   31,   24,   11,    4,    4,    7,    6,    4,    6,    2,    6,    5,    2,    3,    5,    8,    6,   10,    4,    8,    5,    2,   10,    8,    3,    8,    4,   10,    9,    2,    6,    6,    8,   16,    9,    9,    9,   10,    8,    6,   12,    8,    4,    7,   10,    7,    7,    6,    7,    3,    8,    9,    8,   11,   12,   15,   17,    9,   12,    8,   15,    5,   19,   13,   18,   24,   12,   10,   22,   21,   27,   19,   16,   17,   24,   25,   30,  351
  110,  108,   45,   31,   18,   14,    7,    9,    5,    6,    6,    4,    4,    3,    5,    5,    4,   11,   11,    3,    6,   10,    7,    9,    6,   11,    7,    9,    3,   11,    9,    4,    3,    6,    5,   10,   10,    6,    9,    7,    4,    9,    8,   11,    9,    6,    7,    9,   13,   10,   11,   12,   11,    5,   11,   13,   11,   14,   13,   10,    8,   15,   13,   11,    6,   13,   15,   20,   26,   21,   20,   19,   24,   24,   26,   27,   19,   21,   28,   27,  374
   85,   88,   32,   19,   10,    6,    7,    1,    2,    3,    4,    2,    3,    1,    2,    4,    3,    6,    5,    9,    7,    7,    5,   10,    5,    8,    5,    6,    7,    8,    4,    6,    4,    2,    4,    5,    5,    5,    3,    5,    7,   12,    6,    7,    5,    7,    7,    8,   14,    9,    6,   12,    6,    9,    3,    7,    9,    4,    8,    8,    7,    3,    3,    7,   12,    9,   18,   11,   20,   11,   11,   13,   18,   13,   20,   18,   15,   17,   20,   25,  234
   82,   80,   38,   16,    8,   20,    6,    6,    5,    4,    1,    5,    6,    1,    1,    6,    3,    5,    5,    8,    9,    9,   10,    9,    8,    4,    3,    6,    6,    5,    5,    2,    4,    6,   10,    8,    4,    7,    3,    3,    9,    8,    8,    6,    7,    6,    7,    3,    4,   13,   11,   11,    6,    8,   12,    5,    5,    7,    6,    5,    0,    5,    4,    9,    8,    8,    8,   12,   15,   12,   12,   18,   10,   10,   17,   11,    9,   19,   17,   18,  187
   87,   88,   42,   18,   16,   14,    4,    5,    7,    7,    7,    3,    4,    4,    2,    4,    7,    4,    5,    1,    8,    9,    3,   11,    6,    5,    4,    5,    6,    7,    2,    4,    5,    6,    4,    2,    3,    6,    7,    4,   10,    5,    4,    5,   10,    4,    4,    7,   10,   10,    2,   10,    5,    4,    3,    4,   10,    5,    5,    5,   11,    4,    3,    8,    6,    5,   10,   14,   13,   16,   20,   14,   15,   16,   27,    7,   17,   20,   10,   21,  226
   62,   56,   30,   20,    9,    2,    4,    7,    5,   28,    5,    7,    1,    5,    3,    7,    6,    3,    3,    2,    9,    3,    4,    2,    2,    0,    7,    8,    3,    6,    4,    5,    5,    2,    6,    6,    1,    3,    6,    2,    7,    8,    6,    2,    3,   11,    4,    4,    5,    4,    4,    8,    5,    3,    2,    4,    5,    5,    5,    3,    1,    3,    1,    7,    1,    5,    9,   10,   12,   11,    7,    9,    6,   17,    7,    3,   11,    9,    5,   13,  101
   63,   58,   22,   17,   16,    8,    4,    6,    7,    5,    4,    3,    4,    2,    3,    2,    3,    4,    2,    4,    4,    3,    3,    5,    2,    4,    4,    3,    5,    5,    4,    1,    4,    1,    3,    2,    3,    8,    6,    2,    3,    2,    6,    4,    4,    9,    4,    3,    4,    7,    7,    4,    4,    4,    6,    4,    9,    8,    7,    1,    3,    7,    2,    1,    6,    0,   10,   10,    4,    9,    7,    6,    3,    9,    3,    3,    3,    5,    6,    8,   52
   53,   78,   26,   13,    7,    7,    4,    3,    2,    7,    2,    5,    1,    7,    1,    0,    3,    4,    5,    4,    3,    3,    5,    6,    3,    3,    5,    2,    5,    6,    2,    3,    5,    3,    6,    1,    7,    2,    7,    5,    7,    2,    8,    2,    2,    2,    7,    3,    2,    5,    2,    6,    7,    5,    8,    5,    5,    8,    5,    5,    3,    3,    3,    4,    4,    5,    3,    6,    4,    5,    2,   10,    8,    3,    4,    6,    6,    6,    5,    5,   79
   57,   58,   22,   11,    8,    6,    7,    4,    5,    7,    6,    5,    4,    2,    2,    4,    1,    3,    2,    2,    6,    2,    8,    4,    3,    2,    5,    3,    4,    3,    3,    5,    1,    1,    2,    9,    8,    3,    2,    3,    3,    2,    8,    1,    4,    4,    1,    1,    5,    3,    5,    2,    5,    3,    5,    2,    5,    4,    3,    3,    3,    2,    4,    1,    4,    6,    6,    6,   11,    5,    4,    5,    2,    6,    4,    6,    2,    7,    6,    3,   71
   51,   44,   19,   11,    8,    5,    4,    8,    6,    4,    2,    3,    2,    2,    3,    1,    1,    5,    3,    4,    4,    7,    3,    6,    3,    6,    3,    5,    3,    3,    0,    0,    4,    1,    4,    1,    4,    2,    5,    2,    4,    4,    7,    4,    6,    2,    4,    3,    4,    1,    2,    2,    4,    6,    2,    6,    5,    3,    6,    3,    2,    5,    3,    4,    2,    0,    5,    4,    3,    8,    6,    8,    1,   11,    5,    6,    3,    6,    4,    3,   59
   42,   57,   25,   14,    8,    7,    4,    6,    7,    2,    5,    2,    5,    1,    0,    3,    2,    2,    4,    5,    5,    6,    4,    2,    4,    2,    3,    2,    5,    1,    2,    4,    2,    0,    6,    3,    2,    5,    2,    2,    5,    5,    2,    1,    2,    2,    3,    3,    3,    3,    3,    5,    4,    3,    7,    2,    2,    5,    2,    2,    1,    4,    1,    0,    2,    1,    4,    0,    7,    6,    3,    5,    5,    5,    3,    4,    1,    3,    4,    7,   65
   41,   46,   22,   12,   11,    6,    6,    3,    2,    4,    1,    0,    2,    6,    1,    2,    1,    4,    4,    3,    4,    2,    4,    2,    4,    2,    3,    1,    7,    0,    5,    5,    2,    1,    3,    2,    4,    5,    5,    4,    2,    4,    6,    7,    4,    3,    8,    5,    8,    0,    0,    6,    5,    2,    2,    6,   10,    2,    4,    2,    1,    4,    1,    1,    2,    2,    4,    5,    4,    1,    3,    4,    8,    5,    5,    4,    3,    6,    6,    6,   56
   27,   33,   19,    7,    7,    2,    8,    3,    4,    1,    1,    3,    2,    1,    1,    4,    1,    5,    2,    5,    5,    3,    4,    2,    0,    6,    3,    4,    2,    0,    4,    3,    5,    0,    1,    2,    2,    2,    6,    2,    1,    1,    1,    1,    3,    4,    1,    4,    7,    6,    2,    2,    7,    2,    6,    0,    3,    4,    8,    2,    2,    1,    2,    3,    4,    6,    4,    3,    5,    3,    3,    2,    3,    5,    3,    2,    5,    2,    3,    4,   41
   19,   35,   17,    6,    6,    5,    1,    3,    1,    3,    4,    3,    2,    0,    1,    5,    3,    4,    4,    4,    1,    2,    1,    2,    3,    3,    1,    3,    3,    0,    1,    6,    0,    1,    2,    2,    2,    3,    1,    5,    3,    2,    3,    4,    2,    2,    2,    4,    6,    5,    2,    1,    3,    3,    1,    2,    5,    3,    1,    3,    3,    3,    3,    2,    6,    4,    2,    3,    4,    6,    3,    6,    5,    5,    2,    4,    4,    3,    5,    5,   45
   35,   40,   28,   15,    7,    5,    4,    1,    6,    5,    9,    7,    6,    4,    1,    5,    4,    7,    3,    2,    6,    4,    3,    4,    3,    3,    5,    2,    3,    3,    7,    3,    3,    1,    0,    2,    3,    0,    4,    3,    4,    1,    2,    3,    4,    2,    3,    5,    1,    6,    1,    1,    1,    2,    6,    4,    3,    4,    4,    8,    1,    0,    4,    6,    0,    3,    3,    4,    2,    8,    7,    4,    1,    5,    4,    3,    3,    3,    5,    6,   47
   32,   52,   12,   15,    6,   10,    3,    4,    4,    4,    7,    1,    3,    2,    2,    3,    1,    5,    4,    3,    4,    2,    6,    3,    2,    3,    3,    0,    3,    6,    2,    1,    5,    1,    0,    2,    4,    1,    1,    2,    4,    2,    5,    4,    4,    2,    7,    5,    0,    3,    3,    3,    5,    4,    2,    1,    6,    2,    3,    0,    2,    1,    4,    2,    2,    2,    8,    3,    3,    6,    1,    5,    3,    1,    4,    2,    4,    5,    4,    2,   37
   35,   60,   23,   12,    9,    4,    4,    3,    6,    7,    1,    3,    4,    4,    1,    4,    4,    3,    4,    2,    1,    2,    6,    4,    1,    4,    3,    4,    6,    4,    4,    3,    4,    1,    3,    2,    3,    3,    5,    5,    6,    6,    4,    0,    3,    2,    4,    0,    3,    3,    5,    2,    3,    3,    4,    3,    3,    3,    4,    6,    2,    4,    7,    4,    1,    3,    3,    9,    5,    7,    4,    3,    6,    4,    8,    4,    2,    2,    2,    5,   40
   31,   67,   20,   11,   12,    4,    2,    6,    5,    4,   10,    1,    2,    3,    3,    2,    4,    7,    3,    6,    1,    6,    2,    2,    7,    2,    5,    5,    2,    5,    7,    2,    4,    3,    4,    1,    1,    0,    2,    3,    3,    1,    2,    5,    0,    5,    3,    2,    2,    5,    3,    6,    4,    2,    1,    3,    1,    2,    3,    3,    1,    3,    3,    4,    3,    2,    2,    3,    5,    1,    3,    3,    7,    5,    6,    2,    1,    2,    5,    6,   46
   46,   61,   33,   15,    8,    6,    5,    3,    2,    2,    1,    2,    3,    1,    0,    1,    3,    3,    1,    3,    3,    9,    5,    4,    2,    2,    6,    5,    1,    3,    5,    3,    0,    1,    3,    2,    4,    4,    3,    6,    3,    4,    8,    4,    7,    1,    0,    2,    4,    3,    1,    4,    6,    4,    3,    3,    2,    3,    4,    3,    3,    4,    4,    1,    1,    2,    6,    7,    4,    3,    8,    4,    5,    5,    5,    5,    4,    2,    7,    5,   54
   51,   66,   39,   20,   12,   13,    1,    3,    3,    6,    2,    3,    3,    1,    0,    1,    2,    1,    2,    4,    7,    7,    4,    4,    7,    5,    3,    3,    5,    7,    5,    2,    3,    4,    4,    4,    2,    5,    4,    3,    2,    4,    5,    6,    5,    3,    2,    0,    4,    4,    6,    3,    3,    4,    5,    3,    8,    4,    5,    2,    3,    2,    4,    3,    4,    2,    2,    3,    3,    8,    5,    2,    5,    5,    6,    7,    1,    8,    2,    5,   55
   48,   78,   27,   23,   23,    7,    4,    6,    4,    5,    4,    4,    0,    0,    2,    3,    1,    6,    3,    5,    6,    3,    6,    4,    5,    3,    2,    2,    3,    8,    6,    1,    3,    0,    1,    2,    2,    4,    2,    2,    5,    2,    6,    2,    4,    0,    4,    3,    2,    4,    3,    3,    5,    4,    7,    5,    3,    3,    1,    3,    4,    4,    0,    4,    3,    4,    2,    4,    6,    2,    6,    4,    7,   12,    6,    3,    4,   11,    5,   10,   52
   56,  134,   37,   15,    8,   19,    8,    4,    5,    5,    6,    4,    4,    2,    2,    3,    1,    3,    4,    4,    9,    3,    6,    4,    6,    6,    6,    7,    5,    4,    5,    4,    4,    1,    5,    2,    4,    5,    4,    3,    2,    5,    3,    3,    9,    5,    3,    6,    5,    6,    5,    9,    1,    1,    4,    4,    2,    3,    4,    6,    4,    0,    2,    6,    2,    2,    6,   10,    3,   10,    3,    8,    8,    7,    5,    4,    4,    7,    6,    5,   80
   55,  111,   29,   22,   15,   13,    3,    4,    4,    5,    2,    5,    3,    2,    0,    2,    4,    3,    4,    3,    3,    2,    1,    5,    3,    2,    4,    4,    2,    3,    3,    2,    4,    1,    3,    1,    3,    4,    8,    5,    1,    1,    8,    2,    4,    5,    1,    4,    2,    9,    6,    4,    6,    3,    6,    2,    3,    4,    6,    5,    3,    1,    3,    3,    4,    2,    5,    5,   10,    4,    3,    9,    7,    5,    3,    4,    5,    2,    8,    8,   54
   72,  120,   44,   18,   12,   10,    8,    4,    1,    7,    4,    4,    4,    5,    4,    6,    4,    4,    3,    6,    7,    4,    3,    6,    5,    6,    1,    8,    5,    5,    5,    6,    3,    1,    3,    1,    5,    9,    4,    7,    8,    7,    1,    7,    9,    7,    6,    4,    8,    4,    5,    7,    2,    3,    4,    3,    7,    5,    4,    6,    5,    4,    5,    1,    8,    7,   11,    6,    4,    9,    8,    8,   11,   10,   15,    9,   11,   14,   10,   10,  114
   80,  152,   65,   39,   29,   22,    8,   11,    4,    4,   13,    5,    9,    6,    2,    1,    5,    4,    4,    3,    2,    7,   11,    3,    3,    6,    8,    5,   11,    6,    3,    3,    3,    6,    4,    8,    5,    8,    4,    3,    4,    7,    4,    6,    9,   10,    7,    4,    2,    8,    5,    6,   11,    3,    9,    5,   12,    3,    9,    8,    8,    4,    4,    5,    1,    7,    7,    6,    9,    8,    9,    8,   14,    8,   11,    7,    5,   10,    6,    6,   90
   93,  168,   75,   25,   22,   18,   13,    9,    6,   10,    1,    2,    4,    6,    1,    4,    1,    7,   11,    7,    4,    7,    9,    5,    2,    1,   10,    9,    6,    6,    8,    3,    7,    5,    4,    6,    5,    2,    6,    0,    5,   10,    5,    4,    9,    5,    8,    3,    7,    6,    5,    9,    9,    8,    5,    6,    4,    8,    7,    7,    7,    3,    2,    5,    5,    4,    5,   10,    8,    7,    6,    8,   10,   13,   10,   11,    4,    8,    9,   14,  109
  101,  168,   65,   35,   23,   16,    3,    6,   11,    2,    6,    7,    5,    4,    4,    4,    5,    6,    2,    8,    5,    8,    5,    5,    7,    6,    6,   10,    9,    7,    4,    7,    8,    6,    9,    3,    4,    4,    5,   13,    5,    8,    9,   11,   11,   12,    8,    7,    9,    7,    6,   11,    6,    3,    9,   11,    7,    6,    3,    7,    8,    5,    4,    7,    8,    8,    2,    8,    6,    9,    8,    4,   12,    7,    5,   10,   13,   10,    8,   11,  112
  138,  209,   66,   55,   35,   23,   11,   18,   10,    9,    8,    4,    5,   11,    4,    3,    2,    7,    8,   12,   10,   12,    9,   10,   10,    7,    9,   20,    8,   13,    7,    9,    6,    8,    3,    6,   10,    8,    6,    9,    2,    7,    6,   10,    8,    9,   11,   10,   10,    8,   11,   11,    9,    4,   10,    8,    4,    8,    6,   13,    7,    8,    7,    2,    9,    7,    9,   12,   11,   15,   11,   11,    6,   11,   16,   10,    9,   15,   16,   14,  143
  154,  289,  102,   64,   38,   29,   15,   12,    8,   10,    8,    8,    4,    9,    3,    4,    8,    8,   16,   19,    7,   11,    7,   10,   19,   11,    9,   11,   11,   10,    5,   11,   11,    8,    9,    6,   10,    6,    5,    7,    4,    9,   10,    6,   13,   10,   13,   13,   11,   12,   10,    8,   12,    9,   12,   14,    6,    9,   10,    8,    8,   11,    7,    8,   11,   10,    5,   12,   16,   13,   16,   13,   15,   26,   17,   11,   15,   10,   16,   26,  188
  190,  287,  125,   58,   58,   28,   12,   11,   17,    9,    5,    7,    4,    3,    6,    9,    5,   13,   14,   18,    7,   10,   15,    6,    8,   14,   12,   11,    6,   11,    8,    9,   11,    8,   14,   13,   13,   12,    8,   20,   11,   19,   14,   14,   14,   10,   12,   12,   11,   18,   12,   13,    7,    9,   20,   15,   14,   11,   17,   10,    5,    9,   12,    8,   14,   12,   14,   20,   14,   23,   18,   14,   28,   26,   18,   17,   23,   29,   29,   28,  250
  182,  357,  138,   68,   38,   32,   25,   17,   14,   15,   12,   15,    4,    3,    4,    4,    7,    8,    9,   15,   18,   17,   15,   11,   10,    8,   13,   17,   11,   16,    7,   13,   10,    6,    8,   10,    9,   11,   12,    8,   17,    8,    7,   13,   20,   18,   19,   19,   17,   13,   17,   13,   12,   18,   14,   19,   13,   19,   19,   15,   16,   18,    9,   10,   15,   22,   12,   26,   31,   20,   18,   16,   29,   32,   21,   26,   27,   34,   29,   31,  333
  248,  419,  185,   86,   55,   41,   23,   13,   15,   13,    9,    8,   11,   10,    9,   13,   11,   16,   16,   21,   29,   22,   22,   18,   17,   20,   16,   24,   23,   22,   21,   16,   11,   13,   13,   15,   19,   21,   19,   27,   17,   13,   22,   25,   21,   30,   16,   22,   30,   19,   22,   23,   21,   26,   19,   30,   26,   22,   29,   29,   24,   12,   17,   20,   24,   25,   26,   27,   35,   43,   37,   29,   36,   49,   41,   40,   45,   42,   47,   46,  587
  292,  528,  183,  105,   86,   62,   33,   20,   13,   19,   23,   12,   15,   14,   15,    7,   10,   14,   16,   23,   13,   15,   22,   22,   22,   28,   23,   25,   15,   23,   20,   32,   17,   18,   16,   11,   23,   27,   23,   17,   26,   26,   23,   20,   30,   21,   26,   26,   33,   27,   34,   26,   24,   33,   28,   36,   33,   31,   24,   31,   19,   23,   24,   19,   19,   32,   33,   36,   50,   48,   62,   51,   53,   40,   42,   46,   53,   46,   53,   46,  730
  303,  527,  209,   99,   83,   47,   27,   23,   33,   23,   20,   14,   16,   10,    6,   10,   19,   18,   31,   28,   32,   27,   29,   28,   27,   23,   29,   30,   24,   27,   21,   20,   26,   24,   20,   26,   21,   29,   25,   22,   28,   27,   35,   20,   38,   33,   33,   32,   37,   28,   33,   30,   27,   24,   32,   36,   41,   31,   42,   41,   44,   31,   23,   22,   45,   44,   34,   44,   58,   67,   62,   47,   63,   60,   53,   72,   75,   90,   68,   93,  888
  180,  256,   93,   56,   24,   25,   19,   10,    7,    6,    3,    9,   10,    6,    4,    3,    7,    8,   12,    9,   17,   16,   15,   15,   18,   16,   15,   10,   18,   10,    9,   20,    9,    9,   15,    8,   11,   21,   21,   14,   12,   16,   19,   22,   20,   21,   12,   20,   21,   18,   13,   12,   24,   20,   19,   19,   18,   20,   16,   15,   10,   14,   14,   12,   26,   23,   34,   36,   29,   44,   38,   45,   43,   47,   46,   44,   34,   38,   55,   41,  670
  200,  209,   72,   29,   21,   23,    5,    8,   11,    6,    8,    9,    7,    2,    9,    5,    5,   11,   11,   13,   14,   16,   11,    9,    9,   17,   10,   14,   12,    7,   17,   11,   16,    8,   11,    7,    9,   11,   13,    8,   17,    7,    6,    8,   12,    9,    9,   12,   12,   15,   15,   16,   15,   12,   17,   24,   18,   22,   17,   16,   20,   18,   18,   14,   25,   17,   32,   31,   46,   45,   44,   47,   41,   54,   48,   44,   45,   53,   65,   78,  848
  233,  291,  104,   54,   27,   19,   20,   12,    8,   16,   15,    9,    9,    7,    3,   12,   15,   11,   20,   18,   33,   20,   26,   19,   22,   26,   16,   24,   23,   18,   25,   24,   12,   12,   17,   16,   19,   20,   15,   18,   23,   23,   18,   29,   19,   46,   35,   33,   44,   41,   25,   21,   33,   41,   31,   38,   38,   49,   34,   43,   38,   40,   36,   33,   58,   45,   49,   57,   64,   61,   94,   89,  105,  100,   87,   85,   85,   94,  113,  126, 1529
  251,  379,  153,   68,   36,   28,   20,   13,   14,    9,   11,    6,   12,    5,   10,    9,    9,   23,   24,   27,   29,   18,   41,   24,   21,   21,   22,   19,   27,   19,   28,   23,   19,   28,   17,   25,   28,   30,   18,   31,   32,   23,   35,   45,   51,   55,   36,   32,   55,   41,   44,   43,   34,   49,   39,   50,   54,   41,   43,   54,   40,   37,   36,   43,   42,   54,   57,   74,   91,   85,  105,   97,  109,  108,  112,   86,  111,  103,  137,  133, 1561
  275,  459,  160,   78,   46,   33,   24,    6,    9,   16,   12,   10,   23,    7,   13,    5,   14,   20,   30,   34,   31,   36,   26,   29,   31,   24,   29,   25,   26,   25,   23,   31,   23,   24,   36,   17,   27,   26,   28,   24,   33,   38,   46,   37,   42,   45,   35,   47,   47,   42,   41,   45,   48,   45,   49,   56,   61,   50,   51,   64,   59,   51,   33,   43,   42,   59,   67,   79,   94,  105,  104,  110,  107,  111,  125,   92,  101,  113,  163,  155, 1736
  272,  410,  198,   89,   65,   32,   28,   16,   19,   14,   20,   10,   10,   13,   10,    9,   15,   21,   20,   33,   27,   30,   20,   23,   38,   25,   26,   23,   33,   23,   22,   25,   35,   18,   29,   22,   21,   18,   25,   23,   32,   26,   38,   40,   44,   43,   56,   40,   37,   34,   40,   50,   41,   44,   54,   56,   44,   50,   49,   66,   60,   47,   38,   39,   57,   63,   69,   72,   64,   87,  107,   89,  114,  123,  120,   98,  103,  112,  133,  143, 1613
